pair,pericenter_m,dynamical_efficiency,eta_body_i,eta_body_j,T2_body_i,T2_body_j,energy_body_i_J,energy_body_j_J,energy_raw_J,energy_used_J,energy_cap_J,velocity_scale,angular_momentum_transfer_kg_m2_s,time_s,time_hr_after_36h,absolute_simulation_time_hr,inside_roche_limit
mars_secondary,8945743.003190946,0.01,3.635080738239607,3.596977980426199,5.1427800679599215e-05,5.550007716566609e-05,2.14862848231174e+21,7.129758592038897e+21,9.278387074350637e+21,9.278387074350637e+21,1.5359683867196025e+28,0.9999999244907357,3.3661484705917655e+25,22240.0,6.177777777777778,42.17777777777778,True
mars_secondary,6132701.39580432,0.01,2.0633227371675003,2.041695078194714,0.0011923660598153977,0.0012450739635234357,4.79910852953884e+23,1.5408628309882128e+24,2.0207736839420967e+24,2.0207736839420967e+24,2.527930310185621e+28,0.9999900077161348,3.9176313454316526e+27,83720.0,23.255555555555556,59.25555555555556,True
