t_s,t_hr_after_36h,equilibrium_active,separation_earth_mars_m,q_osc_earth_mars_m,e_osc_earth_mars,separation_mars_secondary_m,q_osc_mars_secondary_m,e_osc_mars_secondary,separation_earth_secondary_m,q_osc_earth_secondary_m,e_osc_earth_secondary
40800.0,11.333333333333334,,145565001.50485325,10611298.689830748,0.8774425863161722,20018366.248723,8619935.347998891,0.4672663037564321,127919167.96862581,7943951.537679428,0.8917371869016504
41100.0,11.416666666666666,,145341966.23621592,10594737.951325176,0.8776537291270768,20166664.664242085,8592869.99260819,0.4686210011238318,127722894.99691972,7569138.807721686,0.8959696084872447
41400.0,11.5,,145117034.71226725,10577986.541282754,0.877866348235545,20312184.452016648,8564934.295430217,0.4700067181648275,127531424.12338212,7199617.398799065,0.9002440813025039
41700.0,11.583333333333334,,144890207.94473472,10561061.245309554,0.8780802764547501,20454913.737438206,8536150.109403634,0.4714231707976424,127344565.3808079,6836091.564088209,0.9045436762009306
42000.0,11.666666666666666,,144661486.68642014,10543977.50574945,0.8782953608085231,20594840.834407285,8506540.585016178,0.4728700083934482,127162134.09287712,6479186.33402238,0.9088526472890547
42300.0,11.75,,144430871.43800685,10526749.522638198,0.8785114614262689,20731954.192788303,8476130.079791263,0.47434681578406784,126983950.71978006,6129454.458882311,0.9131563772203274
42600.0,11.833333333333334,,144198362.4545721,10509390.346396055,0.8787284505306521,20866242.351602595,8444944.068160519,0.47585311540855413,126809840.70704603,5787382.961650849,0.9174413197097671
42900.0,11.916666666666666,,143963959.75180858,10491911.96296568,0.8789462115098923,20997693.897348315,8413009.05202985,0.4773883695817706,126639634.33776462,5453399.289379808,0.9216949405291126
43200.0,12.0,,143727663.11196116,10474325.37203971,0.8791646380672491,21126297.426899463,8380352.472329177,0.4789519828687283,126473166.5883367,5127877.060397315,0.9259056580078787
43500.0,12.083333333333334,,143489472.0894856,10456640.658964623,0.879383633440966,21252041.514491934,8347002.621817641,0.48054330454907296,126310276.98784947,4811141.411846166,0.9300627838621954
43800.0,12.166666666666666,,143249386.016436,10438867.060856266,0.8796031096885503,21374914.682355035,8312988.559397647,0.482161631156738,126150809.48113322,4503473.957555907,0.9341564649984901
44100.0,12.25,,143007404.007589,10421013.027413841,0.8798229870298299,21494905.374591347,8278340.026171327,0.4838062090804562,125994612.29552834,4205117.370364785,0.9381776267903793
44400.0,12.333333333333334,,142763524.96531194,10403086.276876556,0.8800431932437377,21612001.933948524,8243087.363454564,0.4854762372114545,125841537.81136566,3916279.605953936,0.9421179182019325
