radius_key,dynamical_efficiency,sample,outcome,first_contact_time_hr_after_36h,tidal_passage_count,equilibrium_ever_active,outer_position_perturbation_m,outer_velocity_perturbation_m_s,inner_position_perturbation_m,inner_velocity_perturbation_m_s
r99,0.001,6,earth_secondary_contact,28.329402103201872,2,1,130323.74372763422,46.86575674002584,142896.84619933247,12.190669805120232
r99,0.001,7,earth_secondary_contact,29.129391418739203,2,0,90040.29382842888,37.14101378295872,80376.24039256264,15.314812614163932
r99,0.001,8,earth_secondary_contact,29.090529536699314,2,0,212679.49068287062,54.92559360133452,24995.410108921784,8.005688173731098
r99,0.001,9,earth_secondary_contact,28.70327363297886,2,1,111883.6873485778,40.672888772102354,74924.65400291864,11.782382944805056
r99,0.001,10,earth_secondary_contact,28.697725550536767,2,1,214950.5045388596,43.068227713138114,90999.6519771366,15.902587628848854
r99,0.001,11,earth_secondary_contact,29.016773845787053,2,0,233973.9920960704,29.120854930092783,27671.602150507908,13.971643881974284
r99,0.001,12,earth_secondary_contact,29.013629056352162,2,0,111403.03092837756,16.993087492196956,101818.13862449926,21.58012580690073
r99,0.001,13,earth_secondary_contact,29.183124289806827,2,0,97947.28536535862,36.14886701432488,28036.398259574045,17.847719047335094
r99,0.001,14,earth_secondary_contact,29.083469154999523,2,0,168313.17740656083,27.946283965519402,82470.91433200857,22.581217061663953
r99,0.001,15,earth_secondary_contact,28.91715752409035,2,0,200179.46142495627,35.714567381340736,58159.23928277778,8.982636502185912
r99,0.001,16,earth_secondary_contact,28.796551935168967,2,0,50477.09610541816,50.714802215082514,49614.74693345509,25.646151364656774
r99,0.001,17,earth_secondary_contact,29.66477572345948,2,0,195292.1903103024,60.56239135099013,7860.069845788783,16.359138064314493
r99,0.001,18,earth_secondary_contact,29.159937455735495,2,0,98207.76035929858,19.494500596138035,127665.03446933579,11.154161353377635
r99,0.001,19,earth_secondary_contact,28.10300932406424,2,1,219219.25058272702,66.67026151489455,64684.07027815238,26.63795432124396
r99,0.001,20,earth_secondary_contact,29.417872579144163,2,0,195451.0495711207,32.2352729515042,107523.93846440924,27.261692512358685
r99,0.001,21,earth_secondary_contact,28.229839000658796,2,1,119237.6527242448,66.06697607424826,96742.86304261065,17.068072352666118
r99,0.001,22,earth_secondary_contact,29.023419129650986,2,0,179727.97926133545,32.7965535774848,65766.80966947554,13.608380293286094
r99,0.001,23,earth_secondary_contact,28.82568998891227,2,1,91564.26639962911,46.035537388073465,58132.1955619765,9.299754602913417
r99,0.001,24,earth_secondary_contact,28.671402458684664,2,1,207867.58692028397,44.09740903357435,107792.91479662708,22.08825205408282
r99,0.001,25,earth_secondary_contact,29.32138450782691,2,0,218632.58363895776,39.24767116513882,93548.21922696901,14.657361594883824
r99,0.001,26,earth_secondary_contact,28.864871662284397,2,0,27852.19109334521,29.172433065491337,104521.98127598285,12.379115931319193
r99,0.001,27,earth_secondary_contact,28.93499953192133,2,0,75116.13301415453,32.12190372707429,48426.42096933376,17.290879088896762
r99,0.001,28,earth_secondary_contact,28.707477648903577,2,0,34004.35809727637,24.000525115616295,98401.0676495183,21.521485349364955
r99,0.001,29,earth_secondary_contact,28.668657973359654,2,1,172551.2799188573,20.845444024298843,104609.50881666438,19.176723399843272
r99,0.001,30,earth_secondary_contact,29.327823164491168,2,0,46044.2094153537,38.886302290249105,155920.00058598624,12.477906795444017
r99,0.001,31,earth_secondary_contact,29.069223139475092,2,0,96462.81777278292,24.98665765957347,96575.24390479586,16.3841503058914
r99,0.01,0,earth_secondary_contact,29.076190291752383,2,0,266911.2745088388,32.980353223859396,50037.386229439886,12.62100978451081
