radius_key,dynamical_efficiency,sample,outcome,first_contact_time_hr_after_36h,tidal_passage_count,equilibrium_ever_active,outer_position_perturbation_m,outer_velocity_perturbation_m_s,inner_position_perturbation_m,inner_velocity_perturbation_m_s
r99,0.01,24,earth_secondary_contact,28.67146485682446,2,1,207867.58692028397,44.09740903357435,107792.91479662708,22.08825205408282
r99,0.01,25,earth_secondary_contact,29.32145892383465,2,0,218632.58363895776,39.24767116513882,93548.21922696901,14.657361594883824
r99,0.01,26,earth_secondary_contact,28.864924012060428,2,0,27852.19109334521,29.172433065491337,104521.98127598285,12.379115931319193
r99,0.01,27,earth_secondary_contact,28.935021076905414,2,0,75116.13301415453,32.12190372707429,48426.42096933376,17.290879088896762
r99,0.01,28,earth_secondary_contact,28.707539435736003,2,0,34004.35809727637,24.000525115616295,98401.0676495183,21.521485349364955
r99,0.01,29,earth_secondary_contact,28.668729427833195,2,1,172551.2799188573,20.845444024298843,104609.50881666438,19.176723399843272
r99,0.01,30,earth_secondary_contact,29.32784978618856,2,0,46044.2094153537,38.886302290249105,155920.00058598624,12.477906795444017
r99,0.01,31,earth_secondary_contact,29.069250019446407,2,0,96462.81777278292,24.98665765957347,96575.24390479586,16.3841503058914
r99,0.1,0,earth_secondary_contact,29.07687292082712,2,0,266911.2745088388,32.980353223859396,50037.386229439886,12.62100978451081
r99,0.1,1,earth_secondary_contact,28.594426283680402,2,1,142099.79477547784,39.13652235662996,59946.1683485837,23.692704487928317
r99,0.1,2,earth_secondary_contact,28.873280240661618,2,0,112980.31964841767,21.65518151875099,73244.91441807665,16.56514193406026
r99,0.1,3,earth_secondary_contact,29.234971721214276,2,0,315207.1854821795,35.82077443861536,58341.51469743168,24.26126951975948
r99,0.1,4,earth_secondary_contact,29.11030472016388,2,0,437222.4176170914,4.1032728720539735,98603.88692556912,16.18317502559737
r99,0.1,5,earth_secondary_contact,29.167975651328675,2,0,67192.13487563617,22.16982555120182,62351.14202285223,5.832818521813881
r99,0.1,6,earth_secondary_contact,28.329866634171946,2,1,130323.74372763422,46.86575674002584,142896.84619933247,12.190669805120232
r99,0.1,7,earth_secondary_contact,29.129836397424185,2,0,90040.29382842888,37.14101378295872,80376.24039256264,15.314812614163932
r99,0.1,8,earth_secondary_contact,29.090842253421506,2,0,212679.49068287062,54.92559360133452,24995.410108921784,8.005688173731098
r99,0.1,9,earth_secondary_contact,28.703803130861854,2,1,111883.6873485778,40.672888772102354,74924.65400291864,11.782382944805056
r99,0.1,10,earth_secondary_contact,28.69799779131439,2,1,214950.5045388596,43.068227713138114,90999.6519771366,15.902587628848854
r99,0.1,11,earth_secondary_contact,29.017292228288085,2,0,233973.9920960704,29.120854930092783,27671.602150507908,13.971643881974284
r99,0.1,12,earth_secondary_contact,29.014546237677887,2,0,111403.03092837756,16.993087492196956,101818.13862449926,21.58012580690073
r99,0.1,13,earth_secondary_contact,29.18358048387531,2,0,97947.28536535862,36.14886701432488,28036.398259574045,17.847719047335094
r99,0.1,14,earth_secondary_contact,29.083755255962252,2,0,168313.17740656083,27.946283965519402,82470.91433200857,22.581217061663953
r99,0.1,15,earth_secondary_contact,28.91751119734841,2,0,200179.46142495627,35.714567381340736,58159.23928277778,8.982636502185912
r99,0.1,16,earth_secondary_contact,28.797439210421395,2,0,50477.09610541816,50.714802215082514,49614.74693345509,25.646151364656774
r99,0.1,17,earth_secondary_contact,29.665550943581305,2,0,195292.1903103024,60.56239135099013,7860.069845788783,16.359138064314493
r99,0.1,18,earth_secondary_contact,29.16023693413749,2,0,98207.76035929858,19.494500596138035,127665.03446933579,11.154161353377635
r99,0.1,19,earth_secondary_contact,28.103296517086463,2,1,219219.25058272702,66.67026151489455,64684.07027815238,26.63795432124396
r99,0.1,20,earth_secondary_contact,29.4180001306112,2,0,195451.0495711207,32.2352729515042,107523.93846440924,27.261692512358685
r99,0.1,21,earth_secondary_contact,28.23010074019569,2,1,119237.6527242448,66.06697607424826,96742.86304261065,17.068072352666118
r99,0.1,22,earth_secondary_contact,29.023993695937104,2,0,179727.97926133545,32.7965535774848,65766.80966947554,13.608380293286094
r99,0.1,23,earth_secondary_contact,28.826006018002893,2,1,91564.26639962911,46.035537388073465,58132.1955619765,9.299754602913417
r99,0.1,24,earth_secondary_contact,28.67209053996638,2,1,207867.58692028397,44.09740903357435,107792.91479662708,22.08825205408282
r99,0.1,25,earth_secondary_contact,29.322204286896078,2,0,218632.58363895776,39.24767116513882,93548.21922696901,14.657361594883824
r99,0.1,26,earth_secondary_contact,28.8654482829429,2,0,27852.19109334521,29.172433065491337,104521.98127598285,12.379115931319193
r99,0.1,27,earth_secondary_contact,28.93523695243386,2,0,75116.13301415453,32.12190372707429,48426.42096933376,17.290879088896762
r99,0.1,28,earth_secondary_contact,28.708159078808308,2,0,34004.35809727637,24.000525115616295,98401.0676495183,21.521485349364955
r99,0.1,29,earth_secondary_contact,28.669445829048446,2,1,172551.2799188573,20.845444024298843,104609.50881666438,19.176723399843272
r99,0.1,30,earth_secondary_contact,29.328116466426483,2,0,46044.2094153537,38.886302290249105,155920.00058598624,12.477906795444017
r99,0.1,31,earth_secondary_contact,29.069519360541737,2,0,96462.81777278292,24.98665765957347,96575.24390479586,16.3841503058914
rmax,0.0,0,earth_secondary_contact,29.06042809774927,2,0,266911.2745088388,32.980353223859396,50037.386229439886,12.62100978451081
rmax,0.0,1,earth_secondary_contact,28.577100160677652,2,1,142099.79477547784,39.13652235662996,59946.1683485837,23.692704487928317
rmax,0.0,2,earth_secondary_contact,28.85693736833697,2,0,112980.31964841767,21.65518151875099,73244.91441807665,16.56514193406026
rmax,0.0,3,earth_secondary_contact,29.217942979444107,2,0,315207.1854821795,35.82077443861536,58341.51469743168,24.26126951975948
rmax,0.0,4,earth_secondary_contact,29.09389752290786,2,0,437222.4176170914,4.1032728720539735,98603.88692556912,16.18317502559737
rmax,0.0,5,earth_secondary_contact,29.152006158532526,2,0,67192.13487563617,22.16982555120182,62351.14202285223,5.832818521813881
rmax,0.0,6,earth_secondary_contact,28.31353283758389,2,1,130323.74372763422,46.86575674002584,142896.84619933247,12.190669805120232
rmax,0.0,7,earth_secondary_contact,29.113235813234436,2,0,90040.29382842888,37.14101378295872,80376.24039256264,15.314812614163932
rmax,0.0,8,earth_secondary_contact,29.075268849077133,2,0,212679.49068287062,54.92559360133452,24995.410108921784,8.005688173731098
rmax,0.0,9,earth_secondary_contact,28.688072160270202,2,1,111883.6873485778,40.672888772102354,74924.65400291864,11.782382944805056
rmax,0.0,10,earth_secondary_contact,28.68234497342822,2,1,214950.5045388596,43.068227713138114,90999.6519771366,15.902587628848854
rmax,0.0,11,earth_secondary_contact,29.001228939582706,2,0,233973.9920960704,29.120854930092783,27671.602150507908,13.971643881974284
rmax,0.0,12,earth_secondary_contact,28.998522822980217,2,0,111403.03092837756,16.993087492196956,101818.13862449926,21.58012580690073
rmax,0.0,13,earth_secondary_contact,29.167735691369117,2,0,97947.28536535862,36.14886701432488,28036.398259574045,17.847719047335094
rmax,0.0,14,earth_secondary_contact,29.0670197773058,2,0,168313.17740656083,27.946283965519402,82470.91433200857,22.581217061663953
rmax,0.0,15,earth_secondary_contact,28.900642134312346,2,0,200179.46142495627,35.714567381340736,58159.23928277778,8.982636502185912
rmax,0.0,16,earth_secondary_contact,28.781191441897995,2,0,50477.09610541816,50.714802215082514,49614.74693345509,25.646151364656774
rmax,0.0,17,earth_secondary_contact,29.649591224643167,2,0,195292.1903103024,60.56239135099013,7860.069845788783,16.359138064314493
rmax,0.0,18,earth_secondary_contact,29.14397323168628,2,0,98207.76035929858,19.494500596138035,127665.03446933579,11.154161353377635
rmax,0.0,19,earth_secondary_contact,28.086456359518404,2,1,219219.25058272702,66.67026151489455,64684.07027815238,26.63795432124396
rmax,0.0,20,earth_secondary_contact,29.400948401615032,2,0,195451.0495711207,32.2352729515042,107523.93846440924,27.261692512358685
rmax,0.0,21,earth_secondary_contact,28.213480290876504,2,1,119237.6527242448,66.06697607424826,96742.86304261065,17.068072352666118
rmax,0.0,22,earth_secondary_contact,29.008225280043686,2,0,179727.97926133545,32.7965535774848,65766.80966947554,13.608380293286094
rmax,0.0,23,earth_secondary_contact,28.810351763178527,2,1,91564.26639962911,46.035537388073465,58132.1955619765,9.299754602913417
rmax,0.0,24,earth_secondary_contact,28.6557278376277,2,1,207867.58692028397,44.09740903357435,107792.91479662708,22.08825205408282
rmax,0.0,25,earth_secondary_contact,29.30641111713463,2,0,218632.58363895776,39.24767116513882,93548.21922696901,14.657361594883824
rmax,0.0,26,earth_secondary_contact,28.849470717092462,2,0,27852.19109334521,29.172433065491337,104521.98127598285,12.379115931319193
rmax,0.0,27,earth_secondary_contact,28.918611155347044,2,0,75116.13301415453,32.12190372707429,48426.42096933376,17.290879088896762
rmax,0.0,28,earth_secondary_contact,28.69163182459382,2,0,34004.35809727637,24.000525115616295,98401.0676495183,21.521485349364955
rmax,0.0,29,earth_secondary_contact,28.65307910306522,2,1,172551.2799188573,20.845444024298843,104609.50881666438,19.176723399843272
rmax,0.0,30,earth_secondary_contact,29.31175066920634,2,0,46044.2094153537,38.886302290249105,155920.00058598624,12.477906795444017
rmax,0.0,31,earth_secondary_contact,29.0531746498488,2,0,96462.81777278292,24.98665765957347,96575.24390479586,16.3841503058914
rmax,0.001,0,earth_secondary_contact,29.06044008714953,2,0,266911.2745088388,32.980353223859396,50037.386229439886,12.62100978451081
rmax,0.001,1,earth_secondary_contact,28.5771054749896,2,1,142099.79477547784,39.13652235662996,59946.1683485837,23.692704487928317
rmax,0.001,2,earth_secondary_contact,28.856946612534525,2,0,112980.31964841767,21.65518151875099,73244.91441807665,16.56514193406026
rmax,0.001,3,earth_secondary_contact,29.217947729470115,2,0,315207.1854821795,35.82077443861536,58341.51469743168,24.26126951975948
rmax,0.001,4,earth_secondary_contact,29.093901175569446,2,0,437222.4176170914,4.1032728720539735,98603.88692556912,16.18317502559737
rmax,0.001,5,earth_secondary_contact,29.15201290670947,2,0,67192.13487563617,22.16982555120182,62351.14202285223,5.832818521813881
rmax,0.001,6,earth_secondary_contact,28.3135402326646,2,1,130323.74372763422,46.86575674002584,142896.84619933247,12.190669805120232
rmax,0.001,7,earth_secondary_contact,29.11324297181373,2,0,90040.29382842888,37.14101378295872,80376.24039256264,15.314812614163932
rmax,0.001,8,earth_secondary_contact,29.075273979126063,2,0,212679.49068287062,54.92559360133452,24995.410108921784,8.005688173731098
rmax,0.001,9,earth_secondary_contact,28.688080657903225,2,1,111883.6873485778,40.672888772102354,74924.65400291864,11.782382944805056
rmax,0.001,10,earth_secondary_contact,28.68234941626048,2,1,214950.5045388596,43.068227713138114,90999.6519771366,15.902587628848854
rmax,0.001,11,earth_secondary_contact,29.001237314242214,2,0,233973.9920960704,29.120854930092783,27671.602150507908,13.971643881974284
rmax,0.001,12,earth_secondary_contact,28.99853749871406,2,0,111403.03092837756,16.993087492196956,101818.13862449926,21.58012580690073
rmax,0.001,13,earth_secondary_contact,29.167743039485774,2,0,97947.28536535862,36.14886701432488,28036.398259574045,17.847719047335094
rmax,0.001,14,earth_secondary_contact,29.067024436871584,2,0,168313.17740656083,27.946283965519402,82470.91433200857,22.581217061663953
rmax,0.001,15,earth_secondary_contact,28.9006478517762,2,0,200179.46142495627,35.714567381340736,58159.23928277778,8.982636502185912
rmax,0.001,16,earth_secondary_contact,28.781205562609717,2,0,50477.09610541816,50.714802215082514,49614.74693345509,25.646151364656774
rmax,0.001,17,earth_secondary_contact,29.649603833367966,2,0,195292.1903103024,60.56239135099013,7860.069845788783,16.359138064314493
rmax,0.001,18,earth_secondary_contact,29.14397810508218,2,0,98207.76035929858,19.494500596138035,127665.03446933579,11.154161353377635
rmax,0.001,19,earth_secondary_contact,28.08646097971725,2,1,219219.25058272702,66.67026151489455,64684.07027815238,26.63795432124396
rmax,0.001,20,earth_secondary_contact,29.40095054296737,2,0,195451.0495711207,32.2352729515042,107523.93846440924,27.261692512358685
rmax,0.001,21,earth_secondary_contact,28.213484512313485,2,1,119237.6527242448,66.06697607424826,96742.86304261065,17.068072352666118
rmax,0.001,22,earth_secondary_contact,29.008234571734178,2,0,179727.97926133545,32.7965535774848,65766.80966947554,13.608380293286094
rmax,0.001,23,earth_secondary_contact,28.81035690535667,2,1,91564.26639962911,46.035537388073465,58132.1955619765,9.299754602913417
rmax,0.001,24,earth_secondary_contact,28.655738623776614,2,1,207867.58692028397,44.09740903357435,107792.91479662708,22.08825205408282
rmax,0.001,25,earth_secondary_contact,29.3064242228836,2,0,218632.58363895776,39.24767116513882,93548.21922696901,14.657361594883824
rmax,0.001,26,earth_secondary_contact,28.849480034473906,2,0,27852.19109334521,29.172433065491337,104521.98127598285,12.379115931319193
rmax,0.001,27,earth_secondary_contact,28.91861503508921,2,0,75116.13301415453,32.12190372707429,48426.42096933376,17.290879088896762
rmax,0.001,28,earth_secondary_contact,28.69164262289354,2,0,34004.35809727637,24.000525115616295,98401.0676495183,21.521485349364955
rmax,0.001,29,earth_secondary_contact,28.65309157426907,2,1,172551.2799188573,20.845444024298843,104609.50881666438,19.176723399843272
rmax,0.001,30,earth_secondary_contact,29.311755449493592,2,0,46044.2094153537,38.886302290249105,155920.00058598624,12.477906795444017
rmax,0.001,31,earth_secondary_contact,29.05317945989435,2,0,96462.81777278292,24.98665765957347,96575.24390479586,16.3841503058914
rmax,0.01,0,earth_secondary_contact,29.06054802709905,2,0,266911.2745088388,32.980353223859396,50037.386229439886,12.62100978451081
rmax,0.01,1,earth_secondary_contact,28.577153344928426,2,1,142099.79477547784,39.13652235662996,59946.1683485837,23.692704487928317
rmax,0.01,2,earth_secondary_contact,28.857029835885324,2,0,112980.31964841767,21.65518151875099,73244.91441807665,16.56514193406026
rmax,0.01,3,earth_secondary_contact,29.2179904948545,2,0,315207.1854821795,35.82077443861536,58341.51469743168,24.26126951975948
rmax,0.01,4,earth_secondary_contact,29.09393405714258,2,0,437222.4176170914,4.1032728720539735,98603.88692556912,16.18317502559737
rmax,0.01,5,earth_secondary_contact,29.152073653249488,2,0,67192.13487563617,22.16982555120182,62351.14202285223,5.832818521813881
rmax,0.01,6,earth_secondary_contact,28.31360681390914,2,1,130323.74372763422,46.86575674002584,142896.84619933247,12.190669805120232
rmax,0.01,7,earth_secondary_contact,29.11330742175411,2,0,90040.29382842888,37.14101378295872,80376.24039256264,15.314812614163932
rmax,0.01,8,earth_secondary_contact,29.075320157006153,2,0,212679.49068287062,54.92559360133452,24995.410108921784,8.005688173731098
rmax,0.01,9,earth_secondary_contact,28.688157156474134,2,1,111883.6873485778,40.672888772102354,74924.65400291864,11.782382944805056
rmax,0.01,10,earth_secondary_contact,28.68238940896977,2,1,214950.5045388596,43.068227713138114,90999.6519771366,15.902587628848854
rmax,0.01,11,earth_secondary_contact,29.00131270444256,2,0,233973.9920960704,29.120854930092783,27671.602150507908,13.971643881974284
rmax,0.01,12,earth_secondary_contact,28.99866962032374,2,0,111403.03092837756,16.993087492196956,101818.13862449926,21.58012580690073
rmax,0.01,13,earth_secondary_contact,29.16780918847385,2,0,97947.28536535862,36.14886701432488,28036.398259574045,17.847719047335094
rmax,0.01,14,earth_secondary_contact,29.067066386297768,2,0,168313.17740656083,27.946283965519402,82470.91433200857,22.581217061663953
rmax,0.01,15,earth_secondary_contact,28.900699328710953,2,0,200179.46142495627,35.714567381340736,58159.23928277778,8.982636502185912
rmax,0.01,16,earth_secondary_contact,28.781332690584048,2,0,50477.09610541816,50.714802215082514,49614.74693345509,25.646151364656774
rmax,0.01,17,earth_secondary_contact,29.649717337591767,2,0,195292.1903103024,60.56239135099013,7860.069845788783,16.359138064314493
rmax,0.01,18,earth_secondary_contact,29.144021977276154,2,0,98207.76035929858,19.494500596138035,127665.03446933579,11.154161353377635
rmax,0.01,19,earth_secondary_contact,28.08650258090262,2,1,219219.25058272702,66.67026151489455,64684.07027815238,26.63795432124396
rmax,0.01,20,earth_secondary_contact,29.40096982244952,2,0,195451.0495711207,32.2352729515042,107523.93846440924,27.261692512358685
rmax,0.01,21,earth_secondary_contact,28.213522528825113,2,1,119237.6527242448,66.06697607424826,96742.86304261065,17.068072352666118
rmax,0.01,22,earth_secondary_contact,29.0083182161319,2,0,179727.97926133545,32.7965535774848,65766.80966947554,13.608380293286094
rmax,0.01,23,earth_secondary_contact,28.81040319408628,2,1,91564.26639962911,46.035537388073465,58132.1955619765,9.299754602913417
rmax,0.01,24,earth_secondary_contact,28.655835739748568,2,1,207867.58692028397,44.09740903357435,107792.91479662708,22.08825205408282
rmax,0.01,25,earth_secondary_contact,29.306542204236695,2,0,218632.58363895776,39.24767116513882,93548.21922696901,14.657361594883824
rmax,0.01,26,earth_secondary_contact,28.849563909988646,2,0,27852.19109334521,29.172433065491337,104521.98127598285,12.379115931319193
rmax,0.01,27,earth_secondary_contact,28.91864996362874,2,0,75116.13301415453,32.12190372707429,48426.42096933376,17.290879088896762
rmax,0.01,28,earth_secondary_contact,28.69173985032847,2,0,34004.35809727637,24.000525115616295,98401.0676495183,21.521485349364955
rmax,0.01,29,earth_secondary_contact,28.653203859522797,2,1,172551.2799188573,20.845444024298843,104609.50881666438,19.176723399843272
rmax,0.01,30,earth_secondary_contact,29.31179848385584,2,0,46044.2094153537,38.886302290249105,155920.00058598624,12.477906795444017
rmax,0.01,31,earth_secondary_contact,29.053222763948778,2,0,96462.81777278292,24.98665765957347,96575.24390479586,16.3841503058914
rmax,0.1,0,earth_secondary_contact,29.061625921301978,2,0,266911.2745088388,32.980353223859396,50037.386229439886,12.62100978451081
rmax,0.1,1,earth_secondary_contact,28.57763612004181,2,1,142099.79477547784,39.13652235662996,59946.1683485837,23.692704487928317
rmax,0.1,2,earth_secondary_contact,28.857863177685953,2,0,112980.31964841767,21.65518151875099,73244.91441807665,16.56514193406026
rmax,0.1,3,earth_secondary_contact,29.21841964995946,2,0,315207.1854821795,35.82077443861536,58341.51469743168,24.26126951975948
rmax,0.1,4,earth_secondary_contact,29.09426362770756,2,0,437222.4176170914,4.1032728720539735,98603.88692556912,16.18317502559737
rmax,0.1,5,earth_secondary_contact,29.152682400688096,2,0,67192.13487563617,22.16982555120182,62351.14202285223,5.832818521813881
rmax,0.1,6,earth_secondary_contact,28.314275155239166,2,1,130323.74372763422,46.86575674002584,142896.84619933247,12.190669805120232
rmax,0.1,7,earth_secondary_contact,29.11395417389639,2,0,90040.29382842888,37.14101378295872,80376.24039256264,15.314812614163932
rmax,0.1,8,earth_secondary_contact,29.07578267264183,2,0,212679.49068287062,54.92559360133452,24995.410108921784,8.005688173731098
rmax,0.1,9,earth_secondary_contact,28.688923743641915,2,1,111883.6873485778,40.672888772102354,74924.65400291864,11.782382944805056
rmax,0.1,10,earth_secondary_contact,28.68279005136796,2,1,214950.5045388596,43.068227713138114,90999.6519771366,15.902587628848854
rmax,0.1,11,earth_secondary_contact,29.002068415214357,2,0,233973.9920960704,29.120854930092783,27671.602150507908,13.971643881974284
rmax,0.1,12,earth_secondary_contact,28.999994795100122,2,0,111403.03092837756,16.993087492196956,101818.13862449926,21.58012580690073
rmax,0.1,13,earth_secondary_contact,29.168472257758495,2,0,97947.28536535862,36.14886701432488,28036.398259574045,17.847719047335094
rmax,0.1,14,earth_secondary_contact,29.06748720216123,2,0,168313.17740656083,27.946283965519402,82470.91433200857,22.581217061663953
rmax,0.1,15,earth_secondary_contact,28.901216056052938,2,0,200179.46142495627,35.714567381340736,58159.23928277778,8.982636502185912
rmax,0.1,16,earth_secondary_contact,28.78260808647621,2,0,50477.09610541816,50.714802215082514,49614.74693345509,25.646151364656774
rmax,0.1,17,earth_secondary_contact,29.65084564657445,2,0,195292.1903103024,60.56239135099013,7860.069845788783,16.359138064314493
rmax,0.1,18,earth_secondary_contact,29.144461697471332,2,0,98207.76035929858,19.494500596138035,127665.03446933579,11.154161353377635
rmax,0.1,19,earth_secondary_contact,28.086920514441253,2,1,219219.25058272702,66.67026151489455,64684.07027815238,26.63795432124396
rmax,0.1,20,earth_secondary_contact,29.401163341526665,2,0,195451.0495711207,32.2352729515042,107523.93846440924,27.261692512358685
rmax,0.1,21,earth_secondary_contact,28.213905030419404,2,1,119237.6527242448,66.06697607424826,96742.86304261065,17.068072352666118
rmax,0.1,22,earth_secondary_contact,29.00915655957411,2,0,179727.97926133545,32.7965535774848,65766.80966947554,13.608380293286094
rmax,0.1,23,earth_secondary_contact,28.810866985572396,2,1,91564.26639962911,46.035537388073465,58132.1955619765,9.299754602913417
rmax,0.1,24,earth_secondary_contact,28.65681092853204,2,1,207867.58692028397,44.09740903357435,107792.91479662708,22.08825205408282
rmax,0.1,25,earth_secondary_contact,29.307724946588742,2,0,218632.58363895776,39.24767116513882,93548.21922696901,14.657361594883824
rmax,0.1,26,earth_secondary_contact,28.850400407687957,2,0,27852.19109334521,29.172433065491337,104521.98127598285,12.379115931319193
rmax,0.1,27,earth_secondary_contact,28.91900032453517,2,0,75116.13301415453,32.12190372707429,48426.42096933376,17.290879088896762
rmax,0.1,28,earth_secondary_contact,28.692716362421884,2,0,34004.35809727637,24.000525115616295,98401.0676495183,21.521485349364955
rmax,0.1,29,earth_secondary_contact,28.654331115132145,2,1,172551.2799188573,20.845444024298843,104609.50881666438,19.176723399843272
rmax,0.1,30,earth_secondary_contact,29.31222999453949,2,0,46044.2094153537,38.886302290249105,155920.00058598624,12.477906795444017
rmax,0.1,31,earth_secondary_contact,29.053657157030415,2,0,96462.81777278292,24.98665765957347,96575.24390479586,16.3841503058914
